s_m,x_m,y_m,z_m,tx,ty,tz,nx,ny,nz
0.02238425215369743,0.3403020846499999,-0.17519254936951317,1.0321389066894917,-0.6779380543967426,0.7351190341711737,0.0,0.7351190341711737,0.6779380543967426,0.0
0.022486463350746277,0.34023356626599993,-0.17511881267410248,1.0321379838206446,-0.6776605565645422,0.7353748500435916,0.0,0.7353748500435917,0.6776605565645423,0.0
0.02258867454779512,0.340165699013245,-0.17504454818189027,1.0321378102729746,-0.6757370711864239,0.7371427342274993,0.0,0.7371427342274994,0.675737071186424,0.0
0.02269088574484397,0.34009752942613425,-0.17497041387763246,1.0321372502513635,-0.6758529042998924,0.7370365335242212,0.0,0.7370365335242212,0.6758529042998924,0.0
0.022793096941892816,0.3400295985994539,-0.17489612686631462,1.0321381373237022,-0.6730958292667725,0.7395552748940919,0.0,0.7395552748940919,0.6730958292667725,0.0
0.022895308138941663,0.339962022647238,-0.17482152756938452,1.0321392901765751,-0.6738407982064567,0.7388765652478669,0.0,0.7388765652478669,0.6738407982064567,0.0
0.02299751933599051,0.3398939679617846,-0.17474740583314152,1.032139998897301,-0.6718175362672228,0.7407166786051458,0.0,0.7407166786051458,0.6718175362672228,0.0
0.023099730533039358,0.3398268440767875,-0.17467248558057452,1.0321408592463517,-0.670214608589324,0.7421673520395916,0.0,0.7421673520395917,0.6702146085893241,0.0
0.023201941730088202,0.33975908505286795,-0.17459804219638528,1.0321407394578537,-0.6712983774774152,0.7411872154835037,0.0,0.7411872154835037,0.6712983774774152,0.0
0.02330415292713705,0.3396916428186103,-0.17452320852667372,1.0321403830543578,-0.6686828474237396,0.7435477453138297,0.0,0.7435477453138297,0.6686828474237396,0.0
0.023406364124185897,0.33962436882696806,-0.17444824330979655,1.032141028441228,-0.6684235752449569,0.7437808306596436,0.0,0.7437808306596436,0.6684235752449569,0.0
0.023508575321234744,0.339556960941679,-0.1743733427798498,1.0321414690576443,-0.666805920779896,0.7452314164156494,0.0,0.7452314164156494,0.666805920779896,0.0
0.02361078651828359,0.3394899992693181,-0.17429807005450587,1.0321416127049046,-0.6658318853069461,0.7461018030460707,0.0,0.7461018030460708,0.6658318853069463,0.0
0.023712997715332435,0.339422859714401,-0.1742230748673772,1.0321419699510952,-0.6638236825696825,0.7478891083975119,0.0,0.747889108397512,0.6638236825696826,0.0
0.023815208912381283,0.3393564148617992,-0.17414756876017368,1.0321424275490076,-0.6628123886784413,0.7487855082828319,0.0,0.7487855082828319,0.6628123886784413,0.0
0.02391742010943013,0.3392895417424815,-0.1740724642767001,1.0321430437130332,-0.6597714098001901,0.7514663577368381,0.0,0.7514663577368381,0.6597714098001901,0.0
0.024019631306478977,0.3392237384752851,-0.17399645302607172,1.0321443089750353,-0.6598667744303142,0.7513826189119183,0.0,0.7513826189119183,0.6598667744303142,0.0
0.024121842503527825,0.3391568671303376,-0.17392138923943687,1.0321452214528095,-0.657372331822578,0.7535659343110902,0.0,0.7535659343110902,0.657372331822578,0.0
