index,s_m,x_m,y_m,z_m,normal_x,normal_y,normal_z,motion_tangent_x,motion_tangent_y,motion_tangent_z,tool_z_x,tool_z_y,tool_z_z,row_id,phase
112,0.18907141887439316,0.28666666666666674,-0.31,0.8021645879463533,0.2525000718873326,-0.31076931924594764,0.9163329874626921,0.9640575976122392,0.0,-0.26569333541908413,-0.2525000718873326,0.31076931924594764,-0.9163329874626921,0,0
113,0.19080216911441325,0.2883333333333334,-0.31,0.8016979846720914,0.2597667559998064,-0.31368061101863404,0.9133048268504407,0.9618387666106747,0.0,-0.273616861769987,-0.2597667559998064,0.31368061101863404,-0.9133048268504407,0,0
114,0.1925370433126911,0.29000000000000004,-0.31,0.8012163097754313,0.26724360552353044,-0.3167331621019619,0.9100884348961238,0.9594745874695628,-1.4210987983338812e-14,-0.2817951667437047,-0.26724360552353044,0.3167331621019619,-0.9100884348961238,0,0
115,0.19427633656273754,0.29166666666666674,-0.31,0.8007189535330062,0.2749452152390957,-0.3199362504600385,0.9066674827403367,0.9569516360501378,0.0,-0.2902474224880638,-0.2749452152390957,0.3199362504600385,-0.9066674827403367,0,0
116,0.19602037432504618,0.29333333333333333,-0.31,0.8002052513443978,0.2828875658047916,-0.32330007520547616,0.9030236356182342,0.9542547403814406,0.0,-0.2989948000543643,-0.2828875658047916,0.32330007520547616,-0.9030236356182342,0,0
117,0.19776951682286245,0.29500000000000004,-0.31,0.7996744767218987,0.29108820176261935,-0.32683587566329186,0.8991362350467329,0.951366687252861,-1.421102198456368e-14,-0.30806075112795034,-0.29108820176261935,0.32683587566329186,-0.8991362350467329,0,0
118,0.19952416426205785,0.29666666666666675,-0.31,0.7991258330687895,0.2995664382979061,-0.33055606984596514,0.894981918104213,0.9482678673982552,1.421103640747628e-14,-0.31747133990325044,-0.2995664382979061,0.33055606984596514,-0.894981918104213,0,0
119,0.20128476306826068,0.29833333333333334,-0.31,0.7985584439795171,0.3083436024238684,-0.334474416188603,0.8905341586708309,0.9449358436862184,-1.421105284127577e-14,-0.32725563603552277,-0.3083436024238684,0.334474416188603,-0.8905341586708309,0,0
120,0.20305181338945974,0.30000000000000004,-0.31,0.797971341722775,0.31744331559493183,-0.3386062033012605,0.8857627111535019,0.5155916806741465,0.8457813893439191,0.13718258001320283,-0.31744331559493183,0.3386062033012605,-0.8857627111535019,0,0
121,0.20412049523249107,0.30000000000000004,-0.309,0.7983482778998989,0.31520518955912363,-0.3306152210486807,0.8895725176094016,0.0,0.9373432177236427,0.3484073652888063,-0.31520518955912363,0.3306152210486807,-0.8895725176094016,0,1
